"Throughput (Mbps)","Time (s)","Flow"
80.3062,39,"Flow 2"
4.28402,39,"Flow 3"
3.62973,39,"Flow 4"
80.3062,39,"Flow 5"
3.62973,39,"Flow 6"
80.3062,39,"Flow 7"
3.62973,39,"Flow 8"
95.5048,39.1,"Flow 1"
80.3062,39.1,"Flow 2"
4.28402,39.1,"Flow 3"
3.62973,39.1,"Flow 4"
80.3062,39.1,"Flow 5"
3.62973,39.1,"Flow 6"
80.3062,39.1,"Flow 7"
3.62973,39.1,"Flow 8"
95.5048,39.2,"Flow 1"
80.3062,39.2,"Flow 2"
4.28402,39.2,"Flow 3"
3.62973,39.2,"Flow 4"
80.3062,39.2,"Flow 5"
3.62973,39.2,"Flow 6"
80.3062,39.2,"Flow 7"
3.62973,39.2,"Flow 8"
95.5048,39.3,"Flow 1"
80.3062,39.3,"Flow 2"
4.28402,39.3,"Flow 3"
3.62973,39.3,"Flow 4"
80.3062,39.3,"Flow 5"
3.62973,39.3,"Flow 6"
80.3062,39.3,"Flow 7"
3.62973,39.3,"Flow 8"
95.5048,39.4,"Flow 1"
80.3062,39.4,"Flow 2"
4.28402,39.4,"Flow 3"
3.62973,39.4,"Flow 4"
80.3062,39.4,"Flow 5"
3.62973,39.4,"Flow 6"
80.3062,39.4,"Flow 7"
3.62973,39.4,"Flow 8"
95.5048,39.5,"Flow 1"
80.3062,39.5,"Flow 2"
4.28402,39.5,"Flow 3"
3.62973,39.5,"Flow 4"
80.3062,39.5,"Flow 5"
3.62973,39.5,"Flow 6"
80.3062,39.5,"Flow 7"
3.62973,39.5,"Flow 8"
95.5048,39.6,"Flow 1"
80.3062,39.6,"Flow 2"
4.28402,39.6,"Flow 3"
3.62973,39.6,"Flow 4"
80.3062,39.6,"Flow 5"
3.62973,39.6,"Flow 6"
80.3062,39.6,"Flow 7"
3.62973,39.6,"Flow 8"
95.5048,39.7,"Flow 1"
80.3062,39.7,"Flow 2"
4.28402,39.7,"Flow 3"
3.62973,39.7,"Flow 4"
80.3062,39.7,"Flow 5"
3.62973,39.7,"Flow 6"
80.3062,39.7,"Flow 7"
3.62973,39.7,"Flow 8"
95.5048,39.8,"Flow 1"
80.3062,39.8,"Flow 2"
4.28402,39.8,"Flow 3"
3.62973,39.8,"Flow 4"
80.3062,39.8,"Flow 5"
3.62973,39.8,"Flow 6"
80.3062,39.8,"Flow 7"
3.62973,39.8,"Flow 8"
95.5048,39.9,"Flow 1"
80.3062,39.9,"Flow 2"
4.28402,39.9,"Flow 3"
3.62973,39.9,"Flow 4"
80.3062,39.9,"Flow 5"
3.62973,39.9,"Flow 6"
80.3062,39.9,"Flow 7"
3.62973,39.9,"Flow 8"
95.5048,40,"Flow 1"
80.3062,40,"Flow 2"
4.28402,40,"Flow 3"
3.62973,40,"Flow 4"
80.3062,40,"Flow 5"
3.62973,40,"Flow 6"
80.3062,40,"Flow 7"
3.62973,40,"Flow 8"
95.5048,40.1,"Flow 1"
80.3062,40.1,"Flow 2"
4.28402,40.1,"Flow 3"
3.62973,40.1,"Flow 4"
80.3062,40.1,"Flow 5"
3.62973,40.1,"Flow 6"
80.3062,40.1,"Flow 7"
3.62973,40.1,"Flow 8"
95.5048,40.2,"Flow 1"
80.3062,40.2,"Flow 2"
4.28402,40.2,"Flow 3"
3.62973,40.2,"Flow 4"
80.3062,40.2,"Flow 5"
3.62973,40.2,"Flow 6"
80.3062,40.2,"Flow 7"
3.62973,40.2,"Flow 8"
95.5048,40.3,"Flow 1"
80.3062,40.3,"Flow 2"
4.28402,40.3,"Flow 3"
3.62973,40.3,"Flow 4"
80.3062,40.3,"Flow 5"
3.62973,40.3,"Flow 6"
80.3062,40.3,"Flow 7"
3.62973,40.3,"Flow 8"
95.5048,40.4,"Flow 1"
80.3062,40.4,"Flow 2"
4.28402,40.4,"Flow 3"
3.62973,40.4,"Flow 4"
80.3062,40.4,"Flow 5"
3.62973,40.4,"Flow 6"
80.3062,40.4,"Flow 7"
3.62973,40.4,"Flow 8"
95.5048,40.5,"Flow 1"
80.3062,40.5,"Flow 2"
4.28402,40.5,"Flow 3"
3.62973,40.5,"Flow 4"
80.3062,40.5,"Flow 5"
3.62973,40.5,"Flow 6"
80.3062,40.5,"Flow 7"
3.62973,40.5,"Flow 8"
95.5048,40.6,"Flow 1"
80.3062,40.6,"Flow 2"
4.28402,40.6,"Flow 3"
3.62973,40.6,"Flow 4"
80.3062,40.6,"Flow 5"
3.62973,40.6,"Flow 6"
80.3062,40.6,"Flow 7"
3.62973,40.6,"Flow 8"
95.5048,40.7,"Flow 1"
80.3062,40.7,"Flow 2"
4.28402,40.7,"Flow 3"
3.62973,40.7,"Flow 4"
80.3062,40.7,"Flow 5"
3.62973,40.7,"Flow 6"
80.3062,40.7,"Flow 7"
3.62973,40.7,"Flow 8"
95.5048,40.8,"Flow 1"
80.3062,40.8,"Flow 2"
4.28402,40.8,"Flow 3"
3.62973,40.8,"Flow 4"
80.3062,40.8,"Flow 5"
3.62973,40.8,"Flow 6"
80.3062,40.8,"Flow 7"
3.62973,40.8,"Flow 8"
95.5048,40.9,"Flow 1"
80.3062,40.9,"Flow 2"
4.28402,40.9,"Flow 3"
3.62973,40.9,"Flow 4"
80.3062,40.9,"Flow 5"
3.62973,40.9,"Flow 6"
80.3062,40.9,"Flow 7"
3.62973,40.9,"Flow 8"
95.5048,41,"Flow 1"
80.3062,41,"Flow 2"
4.28402,41,"Flow 3"
3.62973,41,"Flow 4"
80.3062,41,"Flow 5"
3.62973,41,"Flow 6"
80.3062,41,"Flow 7"
3.62973,41,"Flow 8"
95.5048,41.1,"Flow 1"
80.3062,41.1,"Flow 2"
4.28402,41.1,"Flow 3"
3.62973,41.1,"Flow 4"
80.3062,41.1,"Flow 5"
3.62973,41.1,"Flow 6"
80.3062,41.1,"Flow 7"
3.62973,41.1,"Flow 8"
95.5048,41.2,"Flow 1"
80.3062,41.2,"Flow 2"
4.28402,41.2,"Flow 3"
3.62973,41.2,"Flow 4"
80.3062,41.2,"Flow 5"
3.62973,41.2,"Flow 6"
80.3062,41.2,"Flow 7"
3.62973,41.2,"Flow 8"
95.5048,41.3,"Flow 1"
80.3062,41.3,"Flow 2"
4.28402,41.3,"Flow 3"
3.62973,41.3,"Flow 4"
80.3062,41.3,"Flow 5"
3.62973,41.3,"Flow 6"
80.3062,41.3,"Flow 7"
3.62973,41.3,"Flow 8"
95.5048,41.4,"Flow 1"
80.3062,41.4,"Flow 2"
4.28402,41.4,"Flow 3"
3.62973,41.4,"Flow 4"
80.3062,41.4,"Flow 5"
3.62973,41.4,"Flow 6"
80.3062,41.4,"Flow 7"
3.62973,41.4,"Flow 8"
95.5048,41.5,"Flow 1"
80.3062,41.5,"Flow 2"
4.28402,41.5,"Flow 3"
3.62973,41.5,"Flow 4"
80.3062,41.5,"Flow 5"
3.62973,41.5,"Flow 6"
80.3062,41.5,"Flow 7"
3.62973,41.5,"Flow 8"
95.5048,41.6,"Flow 1"
80.3062,41.6,"Flow 2"
4.28402,41.6,"Flow 3"
3.62973,41.6,"Flow 4"
80.3062,41.6,"Flow 5"
3.62973,41.6,"Flow 6"
80.3062,41.6,"Flow 7"
3.62973,41.6,"Flow 8"
95.5048,41.7,"Flow 1"
80.3062,41.7,"Flow 2"
4.28402,41.7,"Flow 3"
3.62973,41.7,"Flow 4"
80.3062,41.7,"Flow 5"
3.62973,41.7,"Flow 6"
80.3062,41.7,"Flow 7"
3.62973,41.7,"Flow 8"
95.5048,41.8,"Flow 1"
80.3062,41.8,"Flow 2"
4.28402,41.8,"Flow 3"
3.62973,41.8,"Flow 4"
80.3062,41.8,"Flow 5"
3.62973,41.8,"Flow 6"
80.3062,41.8,"Flow 7"
3.62973,41.8,"Flow 8"
95.5048,41.9,"Flow 1"
80.3062,41.9,"Flow 2"
4.28402,41.9,"Flow 3"
3.62973,41.9,"Flow 4"
80.3062,41.9,"Flow 5"
3.62973,41.9,"Flow 6"
80.3062,41.9,"Flow 7"
3.62973,41.9,"Flow 8"
95.5048,42,"Flow 1"
80.3062,42,"Flow 2"
4.28402,42,"Flow 3"
3.62973,42,"Flow 4"
80.3062,42,"Flow 5"
3.62973,42,"Flow 6"
80.3062,42,"Flow 7"
3.62973,42,"Flow 8"
95.5048,42.1,"Flow 1"
80.3062,42.1,"Flow 2"
4.28402,42.1,"Flow 3"
3.62973,42.1,"Flow 4"
80.3062,42.1,"Flow 5"
3.62973,42.1,"Flow 6"
80.3062,42.1,"Flow 7"
3.62973,42.1,"Flow 8"
95.5048,42.2,"Flow 1"
80.3062,42.2,"Flow 2"
4.28402,42.2,"Flow 3"
3.62973,42.2,"Flow 4"
80.3062,42.2,"Flow 5"
3.62973,42.2,"Flow 6"
80.3062,42.2,"Flow 7"
3.62973,42.2,"Flow 8"
95.5048,42.3,"Flow 1"
80.3062,42.3,"Flow 2"
4.28402,42.3,"Flow 3"
3.62973,42.3,"Flow 4"
80.3062,42.3,"Flow 5"
3.62973,42.3,"Flow 6"
80.3062,42.3,"Flow 7"
3.62973,42.3,"Flow 8"
95.5048,42.4,"Flow 1"
80.3062,42.4,"Flow 2"
4.28402,42.4,"Flow 3"
3.62973,42.4,"Flow 4"
80.3062,42.4,"Flow 5"
3.62973,42.4,"Flow 6"
80.3062,42.4,"Flow 7"
3.62973,42.4,"Flow 8"
95.5048,42.5,"Flow 1"
80.3062,42.5,"Flow 2"
4.28402,42.5,"Flow 3"
3.62973,42.5,"Flow 4"
80.3062,42.5,"Flow 5"
3.62973,42.5,"Flow 6"
80.3062,42.5,"Flow 7"
3.62973,42.5,"Flow 8"
95.5048,42.6,"Flow 1"
80.3062,42.6,"Flow 2"
4.28402,42.6,"Flow 3"
3.62973,42.6,"Flow 4"
80.3062,42.6,"Flow 5"
3.62973,42.6,"Flow 6"
80.3062,42.6,"Flow 7"
3.62973,42.6,"Flow 8"
95.5048,42.7,"Flow 1"
80.3062,42.7,"Flow 2"
4.28402,42.7,"Flow 3"
3.62973,42.7,"Flow 4"
80.3062,42.7,"Flow 5"
3.62973,42.7,"Flow 6"
80.3062,42.7,"Flow 7"
3.62973,42.7,"Flow 8"
95.5048,42.8,"Flow 1"
80.3062,42.8,"Flow 2"
4.28402,42.8,"Flow 3"
3.62973,42.8,"Flow 4"
80.3062,42.8,"Flow 5"
3.62973,42.8,"Flow 6"
80.3062,42.8,"Flow 7"
3.62973,42.8,"Flow 8"
95.5048,42.9,"Flow 1"
80.3062,42.9,"Flow 2"
4.28402,42.9,"Flow 3"
3.62973,42.9,"Flow 4"
80.3062,42.9,"Flow 5"
3.62973,42.9,"Flow 6"
80.3062,42.9,"Flow 7"
3.62973,42.9,"Flow 8"
95.5048,43,"Flow 1"
80.3062,43,"Flow 2"
4.28402,43,"Flow 3"
3.62973,43,"Flow 4"
80.3062,43,"Flow 5"
3.62973,43,"Flow 6"
80.3062,43,"Flow 7"
3.62973,43,"Flow 8"
95.5048,43.1,"Flow 1"
80.3062,43.1,"Flow 2"
4.28402,43.1,"Flow 3"
3.62973,43.1,"Flow 4"
80.3062,43.1,"Flow 5"
3.62973,43.1,"Flow 6"
80.3062,43.1,"Flow 7"
3.62973,43.1,"Flow 8"
95.5048,43.2,"Flow 1"
80.3062,43.2,"Flow 2"
4.28402,43.2,"Flow 3"
3.62973,43.2,"Flow 4"
80.3062,43.2,"Flow 5"
3.62973,43.2,"Flow 6"
80.3062,43.2,"Flow 7"
3.62973,43.2,"Flow 8"
95.5048,43.3,"Flow 1"
80.3062,43.3,"Flow 2"
4.28402,43.3,"Flow 3"
3.62973,43.3,"Flow 4"
80.3062,43.3,"Flow 5"
3.62973,43.3,"Flow 6"
80.3062,43.3,"Flow 7"
3.62973,43.3,"Flow 8"
95.5048,43.4,"Flow 1"
80.3062,43.4,"Flow 2"
4.28402,43.4,"Flow 3"
3.62973,43.4,"Flow 4"
80.3062,43.4,"Flow 5"
3.62973,43.4,"Flow 6"
80.3062,43.4,"Flow 7"
3.62973,43.4,"Flow 8"
95.5048,43.5,"Flow 1"
80.3062,43.5,"Flow 2"
4.28402,43.5,"Flow 3"
3.62973,43.5,"Flow 4"
80.3062,43.5,"Flow 5"
3.62973,43.5,"Flow 6"
80.3062,43.5,"Flow 7"
3.62973,43.5,"Flow 8"
95.5048,43.6,"Flow 1"
80.3062,43.6,"Flow 2"
4.28402,43.6,"Flow 3"
3.62973,43.6,"Flow 4"
80.3062,43.6,"Flow 5"
3.62973,43.6,"Flow 6"
80.3062,43.6,"Flow 7"
3.62973,43.6,"Flow 8"
95.5048,43.7,"Flow 1"
80.3062,43.7,"Flow 2"
4.28402,43.7,"Flow 3"
3.62973,43.7,"Flow 4"
80.3062,43.7,"Flow 5"
3.62973,43.7,"Flow 6"
80.3062,43.7,"Flow 7"
3.62973,43.7,"Flow 8"
95.5048,43.8,"Flow 1"
80.3062,43.8,"Flow 2"
4.28402,43.8,"Flow 3"
3.62973,43.8,"Flow 4"
80.3062,43.8,"Flow 5"
3.62973,43.8,"Flow 6"
80.3062,43.8,"Flow 7"
3.62973,43.8,"Flow 8"
95.5048,43.9,"Flow 1"
80.3062,43.9,"Flow 2"
4.28402,43.9,"Flow 3"
3.62973,43.9,"Flow 4"
80.3062,43.9,"Flow 5"
3.62973,43.9,"Flow 6"
80.3062,43.9,"Flow 7"
3.62973,43.9,"Flow 8"
95.5048,44,"Flow 1"
80.3062,44,"Flow 2"
4.28402,44,"Flow 3"
3.62973,44,"Flow 4"
80.3062,44,"Flow 5"
3.62973,44,"Flow 6"
80.3062,44,"Flow 7"
3.62973,44,"Flow 8"
95.5048,44.1,"Flow 1"
80.3062,44.1,"Flow 2"
4.28402,44.1,"Flow 3"
3.62973,44.1,"Flow 4"
80.3062,44.1,"Flow 5"
3.62973,44.1,"Flow 6"
80.3062,44.1,"Flow 7"
3.62973,44.1,"Flow 8"
95.5048,44.2,"Flow 1"
80.3062,44.2,"Flow 2"
4.28402,44.2,"Flow 3"
3.62973,44.2,"Flow 4"
80.3062,44.2,"Flow 5"
3.62973,44.2,"Flow 6"
80.3062,44.2,"Flow 7"
3.62973,44.2,"Flow 8"
95.5048,44.3,"Flow 1"
80.3062,44.3,"Flow 2"
4.28402,44.3,"Flow 3"
3.62973,44.3,"Flow 4"
80.3062,44.3,"Flow 5"
3.62973,44.3,"Flow 6"
80.3062,44.3,"Flow 7"
3.62973,44.3,"Flow 8"
95.5048,44.4,"Flow 1"
80.3062,44.4,"Flow 2"
4.28402,44.4,"Flow 3"
3.62973,44.4,"Flow 4"
80.3062,44.4,"Flow 5"
3.62973,44.4,"Flow 6"
80.3062,44.4,"Flow 7"
3.62973,44.4,"Flow 8"
95.5048,44.5,"Flow 1"
80.3062,44.5,"Flow 2"
4.28402,44.5,"Flow 3"
3.62973,44.5,"Flow 4"
80.3062,44.5,"Flow 5"
3.62973,44.5,"Flow 6"
80.3062,44.5,"Flow 7"
3.62973,44.5,"Flow 8"
95.5048,44.6,"Flow 1"
80.3062,44.6,"Flow 2"
4.28402,44.6,"Flow 3"
3.62973,44.6,"Flow 4"
80.3062,44.6,"Flow 5"
3.62973,44.6,"Flow 6"
80.3062,44.6,"Flow 7"
3.62973,44.6,"Flow 8"
95.5048,44.7,"Flow 1"
80.3062,44.7,"Flow 2"
4.28402,44.7,"Flow 3"
3.62973,44.7,"Flow 4"
80.3062,44.7,"Flow 5"
3.62973,44.7,"Flow 6"
80.3062,44.7,"Flow 7"
3.62973,44.7,"Flow 8"
95.5048,44.8,"Flow 1"
80.3062,44.8,"Flow 2"
4.28402,44.8,"Flow 3"
3.62973,44.8,"Flow 4"
80.3062,44.8,"Flow 5"
3.62973,44.8,"Flow 6"
80.3062,44.8,"Flow 7"
3.62973,44.8,"Flow 8"
95.5048,44.9,"Flow 1"
80.3062,44.9,"Flow 2"
4.28402,44.9,"Flow 3"
3.62973,44.9,"Flow 4"
80.3062,44.9,"Flow 5"
3.62973,44.9,"Flow 6"
80.3062,44.9,"Flow 7"
3.62973,44.9,"Flow 8"
95.5048,45,"Flow 1"
80.3062,45,"Flow 2"
4.28402,45,"Flow 3"
3.62973,45,"Flow 4"
80.3062,45,"Flow 5"
3.62973,45,"Flow 6"
80.3062,45,"Flow 7"
3.62973,45,"Flow 8"
95.5048,45.1,"Flow 1"
80.3062,45.1,"Flow 2"
4.28402,45.1,"Flow 3"
3.62973,45.1,"Flow 4"
80.3062,45.1,"Flow 5"
3.62973,45.1,"Flow 6"
80.3062,45.1,"Flow 7"
3.62973,45.1,"Flow 8"
95.5048,45.2,"Flow 1"
80.3062,45.2,"Flow 2"
4.28402,45.2,"Flow 3"
3.62973,45.2,"Flow 4"
80.3062,45.2,"Flow 5"
3.62973,45.2,"Flow 6"
80.3062,45.2,"Flow 7"
3.62973,45.2,"Flow 8"
95.5048,45.3,"Flow 1"
80.3062,45.3,"Flow 2"
4.28402,45.3,"Flow 3"
3.62973,45.3,"Flow 4"
80.3062,45.3,"Flow 5"
3.62973,45.3,"Flow 6"
80.3062,45.3,"Flow 7"
3.62973,45.3,"Flow 8"
95.5048,45.4,"Flow 1"
80.3062,45.4,"Flow 2"
4.28402,45.4,"Flow 3"
3.62973,45.4,"Flow 4"
80.3062,45.4,"Flow 5"
3.62973,45.4,"Flow 6"
80.3062,45.4,"Flow 7"
3.62973,45.4,"Flow 8"
95.5048,45.5,"Flow 1"
80.3062,45.5,"Flow 2"
4.28402,45.5,"Flow 3"
3.62973,45.5,"Flow 4"
80.3062,45.5,"Flow 5"
3.62973,45.5,"Flow 6"
80.3062,45.5,"Flow 7"
3.62973,45.5,"Flow 8"
95.5048,45.6,"Flow 1"
80.3062,45.6,"Flow 2"
4.28402,45.6,"Flow 3"
3.62973,45.6,"Flow 4"
80.3062,45.6,"Flow 5"
3.62973,45.6,"Flow 6"
80.3062,45.6,"Flow 7"
3.62973,45.6,"Flow 8"
95.5048,45.7,"Flow 1"
80.3062,45.7,"Flow 2"
4.28402,45.7,"Flow 3"
3.62973,45.7,"Flow 4"
80.3062,45.7,"Flow 5"
3.62973,45.7,"Flow 6"
80.3062,45.7,"Flow 7"
3.62973,45.7,"Flow 8"
95.5048,45.8,"Flow 1"
80.3062,45.8,"Flow 2"
4.28402,45.8,"Flow 3"
3.62973,45.8,"Flow 4"
80.3062,45.8,"Flow 5"
3.62973,45.8,"Flow 6"
80.3062,45.8,"Flow 7"
3.62973,45.8,"Flow 8"
95.5048,45.9,"Flow 1"
80.3062,45.9,"Flow 2"
4.28402,45.9,"Flow 3"
3.62973,45.9,"Flow 4"
80.3062,45.9,"Flow 5"
3.62973,45.9,"Flow 6"
80.3062,45.9,"Flow 7"
3.62973,45.9,"Flow 8"
95.5048,46,"Flow 1"
80.3062,46,"Flow 2"
4.28402,46,"Flow 3"
3.62973,46,"Flow 4"
80.3062,46,"Flow 5"
3.62973,46,"Flow 6"
80.3062,46,"Flow 7"
3.62973,46,"Flow 8"
95.5048,46.1,"Flow 1"
80.3062,46.1,"Flow 2"
4.28402,46.1,"Flow 3"
3.62973,46.1,"Flow 4"
80.3062,46.1,"Flow 5"
3.62973,46.1,"Flow 6"
80.3062,46.1,"Flow 7"
3.62973,46.1,"Flow 8"
95.5048,46.2,"Flow 1"
80.3062,46.2,"Flow 2"
4.28402,46.2,"Flow 3"
3.62973,46.2,"Flow 4"
80.3062,46.2,"Flow 5"
3.62973,46.2,"Flow 6"
80.3062,46.2,"Flow 7"
3.62973,46.2,"Flow 8"
95.5048,46.3,"Flow 1"
80.3062,46.3,"Flow 2"
4.28402,46.3,"Flow 3"
3.62973,46.3,"Flow 4"
80.3062,46.3,"Flow 5"
3.62973,46.3,"Flow 6"
80.3062,46.3,"Flow 7"
3.62973,46.3,"Flow 8"
95.5048,46.4,"Flow 1"
80.3062,46.4,"Flow 2"
4.28402,46.4,"Flow 3"
3.62973,46.4,"Flow 4"
80.3062,46.4,"Flow 5"
3.62973,46.4,"Flow 6"
80.3062,46.4,"Flow 7"
3.62973,46.4,"Flow 8"
95.5048,46.5,"Flow 1"
80.3062,46.5,"Flow 2"
4.28402,46.5,"Flow 3"
3.62973,46.5,"Flow 4"
80.3062,46.5,"Flow 5"
3.62973,46.5,"Flow 6"
80.3062,46.5,"Flow 7"
3.62973,46.5,"Flow 8"
95.5048,46.6,"Flow 1"
80.3062,46.6,"Flow 2"
4.28402,46.6,"Flow 3"
3.62973,46.6,"Flow 4"
80.3062,46.6,"Flow 5"
3.62973,46.6,"Flow 6"
80.3062,46.6,"Flow 7"
3.62973,46.6,"Flow 8"
95.5048,46.7,"Flow 1"
80.3062,46.7,"Flow 2"
4.28402,46.7,"Flow 3"
3.62973,46.7,"Flow 4"
80.3062,46.7,"Flow 5"
3.62973,46.7,"Flow 6"
80.3062,46.7,"Flow 7"
3.62973,46.7,"Flow 8"
95.5048,46.8,"Flow 1"
80.3062,46.8,"Flow 2"
4.28402,46.8,"Flow 3"
3.62973,46.8,"Flow 4"
80.3062,46.8,"Flow 5"
3.62973,46.8,"Flow 6"
80.3062,46.8,"Flow 7"
3.62973,46.8,"Flow 8"
95.5048,46.9,"Flow 1"
80.3062,46.9,"Flow 2"
4.28402,46.9,"Flow 3"
3.62973,46.9,"Flow 4"
80.3062,46.9,"Flow 5"
3.62973,46.9,"Flow 6"
80.3062,46.9,"Flow 7"
3.62973,46.9,"Flow 8"
95.5048,47,"Flow 1"
80.3062,47,"Flow 2"
4.28402,47,"Flow 3"
3.62973,47,"Flow 4"
80.3062,47,"Flow 5"
3.62973,47,"Flow 6"
80.3062,47,"Flow 7"
3.62973,47,"Flow 8"
95.5048,47.1,"Flow 1"
80.3062,47.1,"Flow 2"
4.28402,47.1,"Flow 3"
3.62973,47.1,"Flow 4"
80.3062,47.1,"Flow 5"
3.62973,47.1,"Flow 6"
80.3062,47.1,"Flow 7"
3.62973,47.1,"Flow 8"
95.5048,47.2,"Flow 1"
80.3062,47.2,"Flow 2"
4.28402,47.2,"Flow 3"
3.62973,47.2,"Flow 4"
80.3062,47.2,"Flow 5"
3.62973,47.2,"Flow 6"
80.3062,47.2,"Flow 7"
3.62973,47.2,"Flow 8"
95.5048,47.3,"Flow 1"
80.3062,47.3,"Flow 2"
4.28402,47.3,"Flow 3"
3.62973,47.3,"Flow 4"
80.3062,47.3,"Flow 5"
3.62973,47.3,"Flow 6"
80.3062,47.3,"Flow 7"
3.62973,47.3,"Flow 8"
95.5048,47.4,"Flow 1"
80.3062,47.4,"Flow 2"
4.28402,47.4,"Flow 3"
3.62973,47.4,"Flow 4"
80.3062,47.4,"Flow 5"
3.62973,47.4,"Flow 6"
80.3062,47.4,"Flow 7"
3.62973,47.4,"Flow 8"
95.5048,47.5,"Flow 1"
80.3062,47.5,"Flow 2"
4.28402,47.5,"Flow 3"
3.62973,47.5,"Flow 4"
80.3062,47.5,"Flow 5"
3.62973,47.5,"Flow 6"
80.3062,47.5,"Flow 7"
3.62973,47.5,"Flow 8"
95.5048,47.6,"Flow 1"
80.3062,47.6,"Flow 2"
4.28402,47.6,"Flow 3"
3.62973,47.6,"Flow 4"
80.3062,47.6,"Flow 5"
3.62973,47.6,"Flow 6"
80.3062,47.6,"Flow 7"
3.62973,47.6,"Flow 8"
95.5048,47.7,"Flow 1"
80.3062,47.7,"Flow 2"
4.28402,47.7,"Flow 3"
3.62973,47.7,"Flow 4"
80.3062,47.7,"Flow 5"
3.62973,47.7,"Flow 6"
80.3062,47.7,"Flow 7"
3.62973,47.7,"Flow 8"
95.5048,47.8,"Flow 1"
80.3062,47.8,"Flow 2"
4.28402,47.8,"Flow 3"
3.62973,47.8,"Flow 4"
80.3062,47.8,"Flow 5"
3.62973,47.8,"Flow 6"
80.3062,47.8,"Flow 7"
3.62973,47.8,"Flow 8"
95.5048,47.9,"Flow 1"
80.3062,47.9,"Flow 2"
4.28402,47.9,"Flow 3"
3.62973,47.9,"Flow 4"
80.3062,47.9,"Flow 5"
3.62973,47.9,"Flow 6"
80.3062,47.9,"Flow 7"
3.62973,47.9,"Flow 8"
95.5048,48,"Flow 1"
80.3062,48,"Flow 2"
4.28402,48,"Flow 3"
3.62973,48,"Flow 4"
80.3062,48,"Flow 5"
3.62973,48,"Flow 6"
80.3062,48,"Flow 7"
3.62973,48,"Flow 8"
95.5048,48.1,"Flow 1"
80.3062,48.1,"Flow 2"
4.28402,48.1,"Flow 3"
3.62973,48.1,"Flow 4"
80.3062,48.1,"Flow 5"
3.62973,48.1,"Flow 6"
80.3062,48.1,"Flow 7"
3.62973,48.1,"Flow 8"
95.5048,48.2,"Flow 1"
80.3062,48.2,"Flow 2"
4.28402,48.2,"Flow 3"
3.62973,48.2,"Flow 4"
80.3062,48.2,"Flow 5"
3.62973,48.2,"Flow 6"
80.3062,48.2,"Flow 7"
3.62973,48.2,"Flow 8"
95.5048,48.3,"Flow 1"
80.3062,48.3,"Flow 2"
4.28402,48.3,"Flow 3"
3.62973,48.3,"Flow 4"
80.3062,48.3,"Flow 5"
3.62973,48.3,"Flow 6"
80.3062,48.3,"Flow 7"
3.62973,48.3,"Flow 8"
95.5048,48.4,"Flow 1"
80.3062,48.4,"Flow 2"
4.28402,48.4,"Flow 3"
3.62973,48.4,"Flow 4"
80.3062,48.4,"Flow 5"
3.62973,48.4,"Flow 6"
80.3062,48.4,"Flow 7"
3.62973,48.4,"Flow 8"
95.5048,48.5,"Flow 1"
80.3062,48.5,"Flow 2"
4.28402,48.5,"Flow 3"
3.62973,48.5,"Flow 4"
80.3062,48.5,"Flow 5"
3.62973,48.5,"Flow 6"
80.3062,48.5,"Flow 7"
3.62973,48.5,"Flow 8"
95.5048,48.6,"Flow 1"
80.3062,48.6,"Flow 2"
4.28402,48.6,"Flow 3"
3.62973,48.6,"Flow 4"
80.3062,48.6,"Flow 5"
3.62973,48.6,"Flow 6"
80.3062,48.6,"Flow 7"
3.62973,48.6,"Flow 8"
95.5048,48.7,"Flow 1"
80.3062,48.7,"Flow 2"
4.28402,48.7,"Flow 3"
3.62973,48.7,"Flow 4"
80.3062,48.7,"Flow 5"
3.62973,48.7,"Flow 6"
80.3062,48.7,"Flow 7"
3.62973,48.7,"Flow 8"
95.5048,48.8,"Flow 1"
80.3062,48.8,"Flow 2"
4.28402,48.8,"Flow 3"
3.62973,48.8,"Flow 4"
80.3062,48.8,"Flow 5"
3.62973,48.8,"Flow 6"
80.3062,48.8,"Flow 7"
3.62973,48.8,"Flow 8"
95.5048,48.9,"Flow 1"
80.3062,48.9,"Flow 2"
4.28402,48.9,"Flow 3"
3.62973,48.9,"Flow 4"
80.3062,48.9,"Flow 5"
3.62973,48.9,"Flow 6"
80.3062,48.9,"Flow 7"
3.62973,48.9,"Flow 8"
95.5048,49,"Flow 1"
80.3062,49,"Flow 2"
4.28402,49,"Flow 3"
3.62973,49,"Flow 4"
80.3062,49,"Flow 5"
3.62973,49,"Flow 6"
80.3062,49,"Flow 7"
3.62973,49,"Flow 8"
95.5048,49.1,"Flow 1"
80.3062,49.1,"Flow 2"
4.28402,49.1,"Flow 3"
3.62973,49.1,"Flow 4"
80.3062,49.1,"Flow 5"
3.62973,49.1,"Flow 6"
80.3062,49.1,"Flow 7"
3.62973,49.1,"Flow 8"
95.5048,49.2,"Flow 1"
80.3062,49.2,"Flow 2"
4.28402,49.2,"Flow 3"
3.62973,49.2,"Flow 4"
80.3062,49.2,"Flow 5"
3.62973,49.2,"Flow 6"
80.3062,49.2,"Flow 7"
3.62973,49.2,"Flow 8"
95.5048,49.3,"Flow 1"
80.3062,49.3,"Flow 2"
4.28402,49.3,"Flow 3"
3.62973,49.3,"Flow 4"
80.3062,49.3,"Flow 5"
3.62973,49.3,"Flow 6"
80.3062,49.3,"Flow 7"
3.62973,49.3,"Flow 8"
95.5048,49.4,"Flow 1"
